record_id,company_name,HS_industry,HS_empleados,HS_domain,Enrich.Domain,Enrich.Industry,Enrich.Sub-industry,Enrich.Empleados,confidence,status,skip_reason,✓ Industry subida HS,✓ Empleados subido HS,✓ Domain subido HS
53015013215,Artilab2014,,,,,,,,low,skip,no info found,,,
53007932007,En Sector de la hostelería 24 años,,,,,,,,low,skip,test data,,,
53028454742,Cerrajería,,,,,,,,,skip,nombre genérico sin dominio,,,
53016589339,Fiesta Gamble,,,,,,,,,skip,no identificable,,,
53005569924,adificu,,,,,,,,,skip,acrónimo sin info,,,
53025976718,nada,,,,,,,,,skip,test data,,,
53014264691,PRUEBA,,,,,,,,,skip,test data,,,
53018127362,BTA,,,,,,,,,skip,acrónimo sin info,,,
53011041573,K&M,,,,,,,,,skip,nombre genérico sin dominio,,,
53018902413,Puro,,,,,,,,,skip,nombre genérico sin dominio,,,
53004918531,Benyounes Essaali,,,,,,,,,skip,"nombre de persona, no empresa",,,
53023513129,Agsa Regalos De Empresa S.l.,,,agsaregalos.es,Consumer Goods,Promotional & Corporate Gifts,,agsaregalos.es,85,enriched,,,,
52960275765,SOFIA GARCES,,6,papyndux.com,Business Services / BPO,Office Supplies & Equipment Wholesale,,papyndux.com,80,enriched,,,,
52936985184,,,,grupofisan.com,,,,grupofisan.com,,skip,No company name in HubSpot; no identifiable sector from domain,,,
52519895357,MBICI GESTIBIKE SL,,10,mbici.es,Transportation & Logistics,Mobility / Bike Sharing Services,,mbici.es,70,enriched,,,,
52523819067,,,,casascube.com,Construction,Prefabricated / Modular Housing,,casascube.com,70,enriched,,,,
52412610883,TMM Group (Sensory Marketing & Media),,,themultisensorymakers.com,Professional Services,Sensory Marketing & Brand Experience,,themultisensorymakers.com,90,enriched,,,,
52174095756,Aircel,,,aircel.es,Industrial & Facilities Services,HVAC / Air Conditioning,,aircel.es,65,enriched,,,,
52201339514,,,,itemat.es,Manufacturing,Metal Machining / CNC Precision,,itemat.es,85,enriched,,,,
51978449666,,,,transportesconde.es,Transportation & Logistics,Road Freight Transport,,transportesconde.es,90,enriched,,,,
51994215938,Dipole RFID,,,dipolerfid.es,Technology,RFID Solutions / IoT,,dipolerfid.es,95,enriched,,,,
51877417496,Hotei Properties Group,,,hoteiproperties.es,Real Estate,Property Management & Investment,,hoteiproperties.es,95,enriched,,,,
51735308689,,,,eborras.cat,Consumer Goods,Toys & Games,,eborras.cat,85,enriched,,,,
51547132431,"MECESA, Mecánica Egarense SA",,,mecesa.com,Manufacturing,Mechanical Engineering / Precision Parts,,mecesa.com,95,enriched,,,,
51558763570,AytoSierradeYeguas,,5,sierradeyeguas.es,Public Sector & Non-Profit,Local Government,,sierradeyeguas.es,99,enriched,,,,
51549598992,Precasa,,4,precasa.es,Construction,Building Materials Distribution,,precasa.es,85,enriched,,,,
51260380848,Sofia Rodrigo,,,sofiarodrigo.es,,,,sofiarodrigo.es,,skip,Personal brand / individual; sector unidentifiable,,,
51243838221,Autocares de Santiago,,,autocaresdesantiago.com,Transportation & Logistics,Coach / Bus Transport,,autocaresdesantiago.com,95,enriched,,,,
49739102364,,,,transvasa.com,Transportation & Logistics,Road Freight Transport,40,transvasa.com,95,enriched,,,,
49686307228,Excmo. Ayuntamiento de La Carolina,,,lacarolina.es,Public Sector & Non-Profit,Local Government,,lacarolina.es,99,enriched,,,,
49297657469,Fagorelectronica,,,fagorelectronica.es,Manufacturing,Electronic Components,,fagorelectronica.es,85,enriched,,,,
49231979293,Parlamento de Cantabria,,35,parlamento-cantabria.es,Public Sector & Non-Profit,Government / Legislative,,parlamento-cantabria.es,99,enriched,,,,
49192009255,FMIT Technologies S.L.,,,fmit-technologies.com,Technology,IT Services / Software Development,,fmit-technologies.com,75,enriched,,,,
49063986757,,,,cbbhosteleria.es,Hospitality,Hospitality Equipment & Supplies,,cbbhosteleria.es,80,enriched,,,,
48985761972,VALTECSA,,,valtecsa.com,Professional Services,Asset Valuation & Advisory (RICS),,valtecsa.com,90,enriched,,,,
48960227142,,,,erlogroup.es,Manufacturing,Machine Tools / Drilling Machines,,erlogroup.es,80,enriched,,,,
48977799511,Omega Spice,,,omegaspice.com,Consumer Goods,Food / Spices,,omegaspice.com,85,enriched,,,,
48977799517,VdL,,,valordeley.es,Consumer Goods,Wine / Beverages,,valordeley.es,60,enriched,,,,
48943803187,PRECIMECAN SL,,,precimecan.com,Manufacturing,Precision Mechanics,,precimecan.com,90,enriched,,,,
48947696767,Clevergy,,,clever.gy,Technology,Energy Management Software,,clever.gy,80,enriched,,,,
48916089412,SNÖ Hotels,,,snohotels.com,Hospitality,Hotels / Accommodation,,snohotels.com,99,enriched,,,,
48916089416,Cleverep,,,cleverep.com,Business Services / BPO,B2B Sales Enablement & Lead Generation,28,cleverep.com,85,enriched,,,,
48916089413,Oli&Carol,,,oliandcarol.com,Consumer Goods,Baby / Children's Products,,oliandcarol.com,90,enriched,,,,
48744310289,FACTUAL,,,factual-consulting.com,Professional Services,Business Consulting,,factual-consulting.com,90,enriched,,,,
48993579568,Técnica de Conexiones (TEKOX),,,tekox.es,Manufacturing,Industrial Connectors & Electrical Components,,tekox.es,85,enriched,,,,
48993579566,Banc de Recursos,,,bancderecursos.org,Public Sector & Non-Profit,Non-profit / Social Organization,,bancderecursos.org,95,enriched,,,,
48902039688,TECNOAIR AIRE COMPRIMIDO,,,tecnoair.eu,Industrial & Facilities Services,Compressed Air Systems & Equipment,,tecnoair.eu,95,enriched,,,,
48902039687,Hispamicro Sistemas Informaticos S.L.U,,,hispamicro.com,Technology,IT Hardware & Systems,,hispamicro.com,90,enriched,,,,
48944418689,Netmetrix Spain,,,netmetrix.es,Technology,Network Analytics / Monitoring,,netmetrix.es,80,enriched,,,,
48944418687,Comenza,,,comenza.com,Manufacturing,Railing Systems / Building Components,25,comenza.com,90,enriched,,,,
48861568083,Irontech Group,,,irontech-group.com,Manufacturing,Industrial Computing Hardware,,irontech-group.com,90,enriched,,,,
48861568087,BEST OF YOU SPORTS,,,bestofyou.es,Retail,Sports & Fitness,,bestofyou.es,80,enriched,,,,
48957897358,SAUFER,,,saufer.com,Industrial & Facilities Services,HVAC / Building Installations & Maintenance,,saufer.com,90,enriched,,,,
48893001093,Stack Overflight,,25,stackoverflight.com,Technology,Aviation Technology / UAV Software,,stackoverflight.com,60,enriched,,,,
48989559216,APEXFARMA SLU,,,apexfarma.com,Healthcare & Life Sciences,Pharmaceuticals,,apexfarma.com,95,enriched,,,,
48852319109,Grupo Echevarne,,,echevarne.com,Healthcare & Life Sciences,Medical Diagnostics / Laboratory Services,,echevarne.com,95,enriched,,,,
48764740999,Familia Fernández Rivera,,,familiafernandezrivera.com,Consumer Goods,Wine / Beverages,,familiafernandezrivera.com,65,enriched,,,,
48764740997,GOMEZ Y CRESPO,,,gomezycrespo.com,Manufacturing,Animal Care Products,,gomezycrespo.com,90,enriched,,,,
48764741002,LASIAN,,,lasian.es,Manufacturing,Boilers & Heating Equipment,,lasian.es,90,enriched,,,,
48756026236,Zeulab,,,zeulab.com,Healthcare & Life Sciences,Food Safety Diagnostics / Biotechnology,,zeulab.com,90,enriched,,,,
48756951412,Roqueta Origen,,,roquetaorigen.com,Consumer Goods,Wine / Beverages,,roquetaorigen.com,85,enriched,,,,
52960275765,SOFIA GARCES,,6,papyndux.com,Consumer Goods,Wholesale Distribution,10-49,papyndux.com,high,enriched,,,,
52936985184,(Grupo Fisan),,,grupofisan.com,Industrial & Facilities Services,Facilities Management,50-200,grupofisan.com,high,enriched,,,,
52519895357,MBICI GESTIBIKE SL,,10,mbici.es,Transportation & Logistics,Mobility Services,10-49,mbici.es,medium,enriched,,,,
52523819067,(Casas Cube),,,casascube.com,Construction,Prefabricated Residential Construction,51-100,casascube.com,high,enriched,,,,
52412610883,TMM Group (Sensory Marketing & Media),,,themultisensorymakers.com,Media & Entertainment,Sensory Marketing & Media Production,,themultisensorymakers.com,medium,enriched,,,,
52174095756,Aircel,,,aircel.es,Industrial & Facilities Services,HVAC & Plumbing Installation,11-50,aircel.es,high,enriched,,,,
52201339514,(ITEMAT Mecanización),,,itemat.es,Manufacturing,Precision CNC Machining,,itemat.es,high,enriched,,,,
51978449666,(Transportes Conde),,,transportesconde.es,Transportation & Logistics,Road Freight Transport,,transportesconde.es,high,enriched,,,,
51994215938,Dipole RFID,,,dipolerfid.es,Technology,IoT & RFID Solutions,,dipolerfid.es,high,enriched,,,,
51877417496,Hotei Properties Group,,,hoteiproperties.es,Real Estate,Property Investment & Management,,hoteiproperties.es,high,enriched,,,,
51735308689,(Eléctrica Borràs),,,eborras.cat,Industrial & Facilities Services,Electrical Installation & Maintenance,,eborras.cat,medium,enriched,,,,
51547132431,"MECESA, Mecánica Egarense SA",,,mecesa.com,Manufacturing,Industrial Mechanics,,mecesa.com,high,enriched,,,,
51558763570,AytoSierradeYeguas,,5,sierradeyeguas.es,Public Sector & Non-Profit,Local Government,5,sierradeyeguas.es,high,enriched,,,,
51549598992,Precasa,,4,precasa.es,Construction,Building Materials Supply,,precasa.es,high,enriched,,,,
51260380848,Sofia Rodrigo,,,sofiarodrigo.es,Professional Services,HR & Talent Consulting,,sofiarodrigo.es,high,enriched,,,,
51243838221,Autocares de Santiago,,,autocaresdesantiago.com,Transportation & Logistics,Passenger Coach Transport,,autocaresdesantiago.com,high,enriched,,,,
49739102364,(SA Transvasa),,,transvasa.com,Transportation & Logistics,Road Freight Transport,10-49,transvasa.com,high,enriched,,,,
49686307228,Excmo. Ayuntamiento de La Carolina,,,lacarolina.es,Public Sector & Non-Profit,Local Government,,lacarolina.es,high,enriched,,,,
49297657469,Fagorelectronica,,,fagorelectronica.es,Manufacturing,Electronics Manufacturing,,fagorelectronica.es,high,enriched,,,,
49231979293,Parlamento de Cantabria,,35,parlamento-cantabria.es,Public Sector & Non-Profit,Regional Government,35,parlamento-cantabria.es,high,enriched,,,,
49192009255,FMIT Technologies S.L.,,,fmit-technologies.com,Technology,Data Engineering & AI,,fmit-technologies.com,high,enriched,,,,
49063986757,(CBB Hostelería),,,cbbhosteleria.es,Hospitality,Hospitality Equipment & Supplies,19,cbbhosteleria.es,high,enriched,,,,
48985761972,VALTECSA,,,valtecsa.com,Professional Services,Valuation & Advisory Consulting,,valtecsa.com,high,enriched,,,,
48960227142,(ERLO Group),,,erlogroup.es,Manufacturing,Machine Tools,,erlogroup.es,high,enriched,,,,
48977799517,VdL,,,valordeley.es,Professional Services,Digital Marketing Agency,32,valordeley.es,high,enriched,,,,
48977799511,Omega Spice,,,omegaspice.com,Consumer Goods,Food Ingredients & Spices,,omegaspice.com,high,enriched,,,,
48943803187,PRECIMECAN SL,,,precimecan.com,Manufacturing,Precision Mechanical Components,,precimecan.com,high,enriched,,,,
48947696767,Clevergy,,,clever.gy,Technology,Energy Management SaaS,,clever.gy,high,enriched,,,,
48916089416,Cleverep,,,cleverep.com,Technology,Software Solutions,,cleverep.com,medium,enriched,,,,
48916089412,SNÖ Hotels,,,snohotels.com,Hospitality,Hotel Chain,,snohotels.com,high,enriched,,,,
48916089413,Oli&Carol,,,oliandcarol.com,Consumer Goods,Natural Rubber Toys,,oliandcarol.com,high,enriched,,,,
48744310289,FACTUAL,,,factual-consulting.com,Professional Services,Management Consulting,,factual-consulting.com,high,enriched,,,,
48993579568,Técnica de Conexiones (TEKOX),,,tekox.es,Manufacturing,Electrical Connectors & Cables,,tekox.es,high,enriched,,,,
48993579566,Banc de Recursos,,,bancderecursos.org,Public Sector & Non-Profit,Non-Profit / Social Enterprise,,bancderecursos.org,high,enriched,,,,
48902039687,Hispamicro Sistemas Informaticos S.L.U,,,hispamicro.com,Technology,IT Systems & Infrastructure,,hispamicro.com,high,enriched,,,,
48902039688,TECNOAIR AIRE COMPRIMIDO,,,tecnoair.eu,Industrial & Facilities Services,Compressed Air Systems,,tecnoair.eu,high,enriched,,,,
48944418689,Netmetrix Spain,,,netmetrix.es,Technology,Digital Measurement & Analytics,,netmetrix.es,medium,enriched,,,,
48944418687,Comenza,,,comenza.com,Manufacturing,Architectural Railing Systems,,comenza.com,high,enriched,,,,
48861568087,BEST OF YOU SPORTS,,,bestofyou.es,Professional Services,Sports Athlete Management,,bestofyou.es,high,enriched,,,,
48861568083,Irontech Group,,,irontech-group.com,Manufacturing,Industrial Computing & Panel PCs,,irontech-group.com,high,enriched,,,,
48957897358,SAUFER,,,saufer.com,Industrial & Facilities Services,HVAC & Plumbing Installation,,saufer.com,high,enriched,,,,
48893001093,Stack Overflight,,25,stackoverflight.com,Technology,Software Development,25,stackoverflight.com,medium,enriched,,,,
48989559216,APEXFARMA SLU,,,apexfarma.com,Healthcare & Life Sciences,Pharmaceuticals,,apexfarma.com,high,enriched,,,,
48852319109,Grupo Echevarne,,,echevarne.com,Healthcare & Life Sciences,Medical Laboratories,,echevarne.com,high,enriched,,,,
48764740999,Familia Fernández Rivera,,,familiafernandezrivera.com,Consumer Goods,Wine & Spirits,120+,familiafernandezrivera.com,high,enriched,,,,
48764740997,GOMEZ Y CRESPO,,,gomezycrespo.com,Manufacturing,Agricultural & Animal Farming Equipment,11-50,gomezycrespo.com,high,enriched,,,,
48764741002,LASIAN,,,lasian.es,Manufacturing,Boilers & Heating Systems,11-50,lasian.es,high,enriched,,,,
48756026236,Zeulab,,,zeulab.com,Healthcare & Life Sciences,Biotechnology & Diagnostics,,zeulab.com,high,enriched,,,,
48756951411,Bitec (Business Intelligence Technology),,,bitec.es,Technology,Business Intelligence & IT Solutions,,bitec.es,high,enriched,,,,
48756951412,Roqueta Origen,,,roquetaorigen.com,Consumer Goods,Wine & Beverages,,roquetaorigen.com,high,enriched,,,,
53013673279,"Sant Jordi Hostels Rock Palace, teléfono principal*",,,,Hospitality,Hostel,,santjordihostels.com,high,enriched,,,
53012749140,Dongearbox,,,, Industrial & Facilities Services,Vehicle Maintenance & Repair,26,dongearbox.com,high,enriched,,,
53015219773,Jjhh,,,,,,,, ,skip,test/unidentifiable name,,,
53014755687,Kontrol,,,,,,,,,skip,ambiguous name no domain,,,
53019557773,Ande,,,,,,,,,skip,unidentifiable name no domain,,,
53024604267,,,,fcalzadoscalatayud.es,Manufacturing,Footwear Manufacturing,,fcalzadoscalatayud.es,high,enriched,,,
53014748822,,,,gmhassaail.co,,,,,, skip,unidentifiable domain,,,
53012425338,Carpinteria,,,, Construction,Carpentry & Woodwork,,,high,enriched,,,
53020319867,"INMOBILIARIA TERRAMAR, SL",,,,Real Estate,Real Estate Agency,,,high,enriched,,,
53014590341,XS ACTIVIDADES SL,,,,,,,,,skip,insufficient info found,,,
53013970543,LA10MA,,,,,,,,,skip,unidentifiable,,,
53020778148,Dania Mayela Marin Montoya,,,,,,,,,skip,person name not a company,,,
53023513129,Agsa Regalos De Empresa S.l.,,,,Retail,Corporate Gifts & Promotional Products,,agsaregalos.es,high,enriched,,,
53020314900,Renova house,,,,Construction,Home Renovation,,,high,enriched,,,
53008123258,León Autolavado,,,, Industrial & Facilities Services,Car Wash,,,high,enriched,,,
53025366042,Clínica RG,,,,Healthcare & Life Sciences,Aesthetic Medicine,,rgmedicinaestetica.es,high,enriched,,,
53013499742,Alsan Inmobiliaria,,,,Real Estate,Real Estate,,alsangs.com,high,enriched,,,
53018141993,Herbolarios Navarro,,,,Retail,Health & Natural Products,,,high,enriched,,,
53013498925, FRANCOUZSKY SL,,,,Retail,Jewelry & Watches,19,francushy.com,high,enriched,,,
53027377999,Ayuntamiento de Huevar del Aljarafe,,,,Public Sector & Non-Profit,Local Government,,aytohuevar.es,high,enriched,,,
53023039785,REMLE S.A,,,, Industrial & Facilities Services,Equipment Distribution (Hospitality/HVAC),118,,high,enriched,,,
53011525670,Nauta Sanxenxo sl,,,,Transportation & Logistics,Marina & Port Services,,nautasanxenxo.com,high,enriched,,,
53014427813,Transviamed,,,,Healthcare & Life Sciences,Medical Transport & Ambulances,700,transviamed.com,high,enriched,,,
53025827482,"FELICIANO SANZ LALLANA, S.A.",,,,Agriculture,Wholesale Cereals & Seeds,20,,high,enriched,,,
53018761871,Oceanográfico,,,,Media & Entertainment,Aquarium & Tourism Attraction,,oceanografic.org,high,enriched,,,
53016748065,AMBISER,,,,Industrial & Facilities Services,Environmental Health Services,,ambiser.net,high,enriched,,,
53019998813,Magno sales & engineering,,,,Business Services / BPO,Sales & Engineering Services,,,medium,enriched,,,
53020309597,Cerium Tecnologías,,,,Technology,IT Services & Consulting,,cerium.es,high,enriched,,,
53003409705,,,, proaleh.com,Hospitality,Catering & School Food Services,80,proaleh.com,high,enriched,,,
53012412849,Bodejas Monje,,,,Consumer Goods,Wine & Spirits,,,high,enriched,,,
53018760051,Empleo para todos,,,,Staffing & HR Services,Employment Services,,,high,enriched,,,
53011676461,Watery Aranda,,,,Energy & Utilities,Fuel Distribution & Service Stations,,wateryaranda.com,high,enriched,,,
53028612215,OCRE Studio,,,,Consumer Goods,Kitchen Design,,ocrestudio.com,medium,enriched,,,
52980761144,Tenercan,,,,Energy & Utilities,LPG Distribution,25-50,tenercan.es,high,enriched,,,
53024736819,Cafe Yanine,,,,Hospitality,Café & Food Service,,,high,enriched,,,
53028458405,K-Ensol,,,,Construction,Clean Room Engineering,,k-ensol.com,high,enriched,,,
53011949447,ARROYOCULEBRO FITNESS SL,,,,Hospitality,Fitness & Sports,,,high,enriched,,,
53008886165,Cristina distribuidora de alimentos,,,,Consumer Goods,Food Distribution,,,high,enriched,,,
53018291308,Meadow AI,,,,Technology,Artificial Intelligence,,mymeadow.ai,high,enriched,,,
53016280331,Globaltac,,,,Technology,IT Services & Support,10-49,globaltac.net,high,enriched,,,
53012099256,Comemeelano,,,,,,,,,skip,unidentifiable,,,
53028454742,Cerrajería,,,,Industrial & Facilities Services,Locksmith Services,,,high,enriched,,,
53016589339,Fiesta Gamble,,,,,,,,,skip,insufficient info found,,,
53005569924,adificu,,,,,,,,,skip,unidentifiable,,,
53025976718,nada,,,,,,,,,skip,test record,,,
53014264691,PRUEBA,,,,,,,,,skip,test record,,,
53019991111,Hotel Aptos Club Atlantis,,,,Hospitality,Hotel & Apartments,,,high,enriched,,,
53017826825,,,,,Consumer Goods,Wine & Winery,,bujanda.com,high,enriched,,,
53024578572,Restaurant  L0cal,,,,Hospitality,Restaurant,,,high,enriched,,,
53018902413,Puro,,,,Hospitality,Restaurant/Food Service,,,medium,enriched,,,
52960275765,SOFIA GARCES,,6,papyndux.com,Retail,Office Supplies Wholesale,5,papyndux.com,high,enriched,,,,
52936985184,Grupo Fisan,,,grupofisan.com,Industrial & Facilities Services,Cleaning & Maintenance Services,14,grupofisan.es,high,enriched,,,,
